"","ID","LAT","LONG","LOCATION","CONDOM","BUILDAGE","FLOOR","INDIVSAPT","LOCALI","TPPROP","STATUS","HEATING","AC","PUB_DATE","CATASTINFO","APTCHAR","PHOTOSNUM","AGE","ENCLASS","CONTR","DISP","TOTPIANI","PAUTO","REVIEW","METRATURA.totalMainSurface","METRATURA.constitution","METRATURA.floor","METRATURA.surface","METRATURA.percentage","METRATURA.surfaceType","METRATURA.commercialSurface","HASMULTI","LOWRDPRICE.originalPrice","LOWRDPRICE.currentPrice","LOWRDPRICE.passedDays","LOWRDPRICE.date","NROOMS","PRICE","SQFEET","TITLE"
"1","82693539",45.4709,9.20868,"via antonio kramer  20","133","1920","3°, con ascensore","Appartamento","3 (2 camere da letto, 1 altro), 1 bagno, cucina a vista",NA,"Ottimo / Ristrutturato","Autonomo, a radiatori, alimentato a metano","Autonomo, freddo",2020-09-22,"Classe A/4, rendita € 475","- - fibra ottica- - - porta blindata- - - reception- - - balcone- - - portiere intera giornata- - - impianto tv centralizzato- - - parzialmente arredato- - - infissi esterni in doppio vetro / legno- - - esposizione doppia- -","20","Skyline RE Milano",NA,"Affitto",NA,"5 piani",NA,"Rif: KRAMER C - TRILOCALE RISTRUTTURATO NUOVO SOLO CUCINA ARREDATA. No, condivisioni, no sublocazioni, no affitti brevi. Disponibile da subito. Nelle immediate adiacenze di Porta Venezia, all’interno di un palazzo d’epoca del 1920 con servizio di portineria, proponiamo appartamento completamente ristrutturato circa posto al terzo piano con ascensore e servizio di portineria. La residenza colpisce per la particolare luminosità che esalta gli spazi e la qualità delle finiture. L’appartamento è stato ristrutturato a nuovo e si compone di un ingresso diretto sul soggiorno con cucina a vista, due camere da letto, bagno, ripostiglio e balcone. La pavimentazione è in parquet in tutta la casa, gli infissi sono in legno con doppio vetro, ceramica nei servizi, riscaldamento autonomo, climatizzato. Particolare nota è l’ubicazione dell’immobile nella prestigiosa cornice di Porta Venezia, a pochi passi dai curati e rinnovati Giardini di Via Palestro che ospitano il Planetario ed il Museo civico di Storia Naturale ed alle più importanti vie legate allo shopping milanese come l’elegante Corso Venezia e Corso Buenos Aires, ricca di negozi, ristoranti e locali alla moda. La zona è servita dalla linea della metropolitana M1 Porta Venezia, dal passante ferroviario e da diverse linee di tram e autobus.",82,0 m²,c("Abitazione", "Balcone"),c("3", "3"),c("80,5 m²", "3,0 m²"),c("100 %", "50 %"),c("Principale", "Principale"),c("80,5 m²", "1,5 m²"),TRUE,NA,NA,NA,NA,"3","1700","82","Trilocale via ANTONIO KRAMER  20, Milano"
"2","82585523",45.4770,9.15101,"piazzale arduino C.A.","310","1940","6°, con ascensore","Appartamento","3 (2 camere da letto, 1 altro), 2 bagni, cucina a vista",NA,"Nuovo / In costruzione","Centralizzato, a radiatori, alimentato a metano","Autonomo, freddo",2020-09-22,"Classe A/3, rendita € 697","- - fibra ottica- - - videocitofono- - - impianto di allarme- - - porta blindata- - - reception- - - balcone- - - portiere intera giornata- - - impianto tv centralizzato- - - parzialmente arredato- - - esposizione doppia- -","20","Skyline RE Milano",NA,"Affitto",NA,"7 piani",NA,"Rif: CITY LIFE CUBE - OK CONTRATTO SOCIETÀ. PARZIALMENTE ARREDATO. Dove un tempo sorgeva l’antica Fiera Campionaria troviamo oggi il moderno quartiere City Life con le Tre Torri, l’innovativo centro direzionale, il parco pubblico interamente pedonale e lo shopping district con negozi di lusso e ristoranti alla moda. Proprio di fronte agli Orti Fioriti, in Piazzale Arduino sorge un palazzo signorile risalente al 1940 con servizio di portineria ed ascensore; qui al suo interno proponiamo uno splendido appartamento recentemente e completamente ristrutturato a nuovo posto al sesto piano con vista panoramica e finiture di alto standing. La splendida residenza si compone di un ingresso ampio che conduce al salone doppio affacciato sul verde e moderno quartiere di City Life, la cucina arredata e perfettamente attrezzata è racchiusa all'interno di una moderna “cube Kitchen” posta nella zona living che ottimizza lo spazio e rende l’ambiente elegante e raffinato. La zona notte si compone di una camera da letto con bagno en suite, cabina armadio dedicata e balcone, seconda ed ampia camera da letto, secondo bagno con vasca e locale lavanderia. La pavimentazione è in parquet a listoni spessore 12 mm essenza rovere in tutta la casa, gli infissi sono in PVC con doppio vetro, apertura a vasistas, tapparelle motorizzate, predisposizione impianto d’allarme volumetrico, riscaldamento a caloriferi con termo valvole, predisposizione per impianto di condizionamento. Sono di particolare nota sia la luminosità che la vista panoramica. La zona è servita dalle fermate Tre Torri ed Amendola rispettivamente delle linee M5 e M1, da diversi mezzi di superficie, stazione di servizio bike sharing Atm oltre alla possibilità di raggiungere comodamente tangenziali ed autostrade.",110,0 m²,c("Abitazione", "Balcone", "Balcone"),c("6", "6", "6"),c("107,0 m²", "4,0 m²", "2,0 m²"),c("100 %", "50 %", "50 %"),c("Principale", "Principale", "Principale"),c("107,0 m²", "2,0 m²", "1,0 m²"),TRUE,NA,NA,NA,NA,"3","2450","110","Trilocale piazzale ARDUINO, Milano"
"3","80532997",45.4605,9.18927,"via paolo da cannobio  37","467","1967","4°, con ascensore","Appartamento","5 (3 camere da letto, 2 altri), 3 bagni, cucina abitabile",NA,"Ottimo / Ristrutturato","Centralizzato, a radiatori, alimentato a metano","Autonomo, freddo",2020-09-28,"Classe A/2, rendita € 3.227","- - fibra ottica- - - videocitofono- - - impianto di allarme- - - porta blindata- - - reception- - - balcone- - - portiere intera giornata- - - impianto tv centralizzato- - - parzialmente arredato- - - cantina- - - infissi esterni in doppio vetro / metallo- - - esposizione doppia- -","20","Skyline RE Milano",NA,"Affitto",NA,"4 piani",NA,"Rif: MISSORI HOME - OK CONTRATTO A SOCIETÀ. No sub-locazioni, No condivisioni, No affitti brevi.
Tra il Duomo e l’Università Statale passando dalla storica Torre Velasca e Piazza Missori, in posizione strategica per muoversi a piedi nel centro storico della città, troviamo Via Paolo da Cannobio. All'interno di uno stabile signorile con portineria ed ascensore, proponiamo un elegante appartamento di mq 180 parzialmente arredato, unico al piano. L’ingresso conduce ad una hall dedicata all'accoglienza ospiti che ci accompagna al salone di rappresentanza con camino ed attigua sala da pranzo – studio. La cucina abitabile arredata è perfettamente accessoriata e dotata di un balcone; l’adiacente camera con lavanderia completano la zona dedicata ai servizi. 
Il corridoio, caratteristica delle case di rappresentanza, conduce alla zona notte, ben separata dal living, si compone di camera padronale con bagno en suite, ulteriori due camere entrambi matrimoniali e un bagno. 
"72","81699870",45.4477,9.15900,"ripa di porta ticinese 127b","100","1970","Piano rialzato","Appartamento","2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile",NA,"Ottimo / Ristrutturato","Autonomo, a radiatori, alimentato a gas","Autonomo, freddo",2020-09-18,"Classe A/3","- - fibra ottica- - - porta blindata- - - esposizione interna- - - impianto tv centralizzato- - - arredato- - - infissi esterni in doppio vetro / pvc- -","19","Antonio Falcone",NA,"Affitto",NA,"1 piano","1 all'esterno","Ottimo bilocale SUBITO DISPONIBILE Ripa di Porta Ticinese 127.
La casa, ristrutturata recentemente, si trova nei pressi della stazione della metro Porta Genova. Affacciato all'interno di un cortile, disponibilità posto auto (incluso) si trova al piano terra rialzato e misura 50mq così composto: 
Ampia living room con divano letto e cucina attrezzata; camera da letto matrimoniale con ampia armadiatura, disimpegno e bagno finestrato con doccia.
Molto comodo per raggiungere le università Cattolica, IULM, Naba, facilmente raggiungibile anche la Bocconi con il tram 9 che parte dal piazzale della stazione di Porta Genova. A pochi passi dalla Darsena e nei pressi del parco Baden-Powell.
Si ricerca una persona o una coppia con buone referenze chiare e dimostrabili, periodo di affitto minimo 1 anno
Canone mensile: € 1.050,00 con spese condominiali incluse
Deposito cauzionale: € 2.500,00
Service fee: € 1.050,00",50,0 m²,Abitazione,Piano Rialzato,50,0 m²,100 %,Principale,50,0 m²,TRUE,NA,NA,NA,NA,"2","950","50","Bilocale Ripa di Porta Ticinese 127B, Milano"
"73","82843971",45.4756,9.21105,"via ramazzini C.A.","125","1920","Piano rialzato, con ascensore","Appartamento","2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura",NA,"Buono / Abitabile","Centralizzato, a radiatori",NA,2020-09-23,NA,"- - balcone- - - arredato- - - esposizione doppia- -","4","NonSoloCasa",NA,"Affitto",NA,"6 piani",NA,"Rif: 2191 - ZONA REPUBBLICA Adiacente MM1 PORTA VENEZIA - Via Ramazzini - LIBERO DAL 01/01/2021
RIFERIMENTO AGENZIA 2191 - Proponiamo in una delle zone più centrali della città, bilocale nuovo, completamente ristrutturato con finiture di pregio, di mq circa 55.
Arredato e provvisto di lavatrice. Doppia esposizione.
Comodissimo con i mezzi pubblici: tram 5/33/ e 19, a pochi passi dal Passante Ferroviario REPUBBLICA. 
Adiacente alla M1 PORTA VENEZIA, M2 REPUBBLICA.
Circondato da servizi di vario genere: negozi, bar, ristornati, scuole, università, banche, poste, piscine, palestre.
Raggiungibile in pochi minuti anche la Stazione Centrale. 
L'appartamento è composto da ingresso, soggiorno con angolo cottura, camera matrimoniale, bagno. BALCONE.
Euro 1.000, 00 + Euro 125,00 di spese mensili condominiali, che includono anche le spese relative al riscaldamento.
Classe Energetica G IPE 200,35 KW/mq.",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"2","1000","55","Bilocale via RAMAZZINI, Milano"
"74","75060362",45.4529,9.17550,"via vigevano 2","100","1900","1° piano","Appartamento","1 locale, 1 bagno, cucina a vista",NA,"Buono / Abitabile","Autonomo, a radiatori, alimentato a metano","Autonomo, freddo/caldo",2020-07-29,NA,"- - fibra ottica- - - esposizione esterna- - - balcone- - - impianto tv centralizzato- - - arredato- - - infissi esterni in doppio vetro / pvc- -","16","Costantino Case",NA,"Affitto",NA,"3 piani",NA,"NAVIGLI / DARSENA in stabile vecchia Milano proponiamo ampio monolocale di 30 mq,composto da : ingresso,soggiorno / notte con balcone vista darsena, bagno,aria condizionata,termoautonomo, arredato,libero subito.Certificazione energetica classe G 318,06 KWh/m2a",30,0 m²,Altro,1,30,0 m²,100 %,Principale,30,0 m²,TRUE,NA,NA,NA,NA,"1","750","30","Monolocale via Vigevano 2, Milano"
"75","69203618",45.4865,9.18800,"via pastrengo 4",NA,NA,"1° piano","Appartamento","1 locale, 1 bagno, cucina a vista",NA,"Buono / Abitabile","Autonomo, ad aria","Autonomo, freddo/caldo",2020-09-15,"Classe A/5, rendita € 198","- - impianto tv centralizzato- - - arredato- - - infissi esterni in doppio vetro / metallo- -","8","Immobiliare Antei",NA,"Affitto",NA,NA,NA,"DISPONIBILE DAL 1° OTTOBRE 2020. In zona Garibaldi-Isola proponiamo locazione in regime di cedolare secca (con conseguenti vantaggi economici per l'inquilino) di monolocale grazioso e molto silenzioso, di ca. 30 mq. posto al 1° piano di una palazzina d’epoca (no ascensore). L’appartamento è arredato ed è così composto: ingresso nella zona giorno/notte con cucina a vista attrezzata di elettrodomestici e lavatrice, bagno con box doccia. Split aria condizionata. L'abitazione è in una zona molto ben servita dai mezzi di trasporto: la stazione della MM Isola (linea Lilla) si trova a ca. 350 metri di distanza. Il bellissimo e prestigioso Bosco Verticale di Milano dista ca. 300 m. dall’abitazione. Nelle vicinanze si trovano vari esercizi commerciali, oltre a numerose aziende ed uffici. Il riscaldamento dei locali è autonomo. Il canone mensile richiesto è di € 600,00 + € 100,00 per spese condominiali. DISPONIBILE DAL 1° OTTOBRE 2020.",30,0 m²,Altro,1,30,0 m²,100 %,Principale,30,0 m²,TRUE,NA,NA,NA,NA,"1","700","30","Monolocale via Pastrengo 4, Milano"
"76","80587509",45.4789,9.17850,"via pietro giannone 9","150","1970","6° piano, con ascensore","Appartamento","1 camera da letto, 1 bagno, cucina a vista",NA,"Ottimo / Ristrutturato","Centralizzato, a radiatori, alimentato a metano","Centralizzato, caldo",2020-06-24,"Classe A/2","- - fibra ottica- - - videocitofono- - - porta blindata- - - balcone- - - portiere intera giornata- - - impianto tv centralizzato- - - arredato- - - infissi esterni in doppio vetro / metallo- - - esposizione doppia- -","14","LA CASA agency - MILANO SEMPIONE- ESSEVI SRL",NA,"Affitto",NA,"8 piani",NA,"A.ze Arco della Pace e Arena, in bel palazzo signorile con portineria full time, proponiamo panoramico appartamento al sesto piano in perfette condizioni. L'unità, che viene proposta completamente arredata e dotata di sistema di climatizzazione canalizzato, si compone da un ingresso che affaccia su un soggiorno doppio - con comodo divano letto, capiente armadio su misura, tavolo da pranzo e zona tv - oltre a un'ampia cucina passante, antibagno e bagno. Grazie alle porte finestre a tutta altezza con infissi di ultima generazione, l'appartamento risulta estremamente luminoso e molto silenzioso. La zona, ben servita da mezzi di superficie è caratterizzata dalla presenza di luoghi di interesse quali l'Arco della Pace, il Parco Sempione, l'Arena Civica e la zona di Brera, tutti comodamente raggiungibili. La vicina fermata della M2 Moscova dista 10 minuti a piedi.",45,0 m²,Abitazione,6,45,0 m²,100 %,Principale,45,0 m²,TRUE,NA,NA,NA,NA,"1","1150","45","Monolocale via Pietro Giannone 9, Milano"
"77","81969762",45.4683,9.16652,"ottimo stato quinto piano, C.A.","60","1890","5° piano, con ascensore","Appartamento","2 locali, 1 bagno, cucina angolo cottura",NA,"Ottimo / Ristrutturato","Autonomo, a radiatori, alimentato a metano","Autonomo, freddo",2020-09-28,"Classe A/2","- - videocitofono- - - porta blindata- - - esposizione interna- - - balcone- - - arredato- - - giardino comune- -","9","Eurogrim S.a.s. di Grimaldi Luigi e C.",NA,"Affitto",NA,"5 piani",NA,"Conciliazione recentissima mansarda ristrutturata con travi a vista e completamente arredata con mobili su misura esposta tutta internamente , molto tranquilla, sita al quinto piano di una palazzo d'epoca signorile con ascensore che si ferma al 2° piano. La mansarda è .composta da ampio ingresso con porta blindata ampio open space con zona giorno con angolo cottura ,lavastoviglie, sala con divano letto matrimoniale ,camera con cabina armadio , balcone bagno finestrato con doccia lavatrice e asciugatrice Condizionamento e riscaldamento autonomo. Allarme Libera a ottobre Canone Euro 1300,00 mensili oltre oltre spese Euro 60 mensili Riscaldamento autonomo Contratto transitorio rinnovabile",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"2","1300","75","Bilocale ottimo stato, quinto piano, Milano"
"78","80745907",45.4550,9.16680,"via savona 23","60",NA,"4° piano, con ascensore","Mansarda","1 camera da letto, 1 bagno, cucina a vista",NA,"Buono / Abitabile","Autonomo","Autonomo",2020-09-24,"Classe A/2","- - fibra ottica- - - esposizione esterna- - - portiere mezza giornata- - - arredato- - - infissi esterni in doppio vetro / legno- -","15","Studio Athena",NA,"Affitto",NA,"4 piani",NA,"Via Savona nelle immediate vicinanze del parco Solari- In una delle zone più innovative di Milano, nel cuore del fashion district, in uno stabile completamente ristrutturato proponiamo in locazione una splendida mansarda completamente arredata e recentemente ristrutturata, con soffitto a cassettoni e travi a vista.
Situata ad un piano alto con ascensore di una graziosa casa vecchia Milano con servizio di portineria attivo mezza giornata.
L'appartamento è composto da soggiorno/zona notte con vista sui tetti di Milano, cucina a vista, bagno con finestra e doccia.",40,0 m²,Abitazione,4,40,0 m²,100 %,Principale,40,0 m²,TRUE,€ 1.200,€ 950,4,4,"1","950","40","Mansarda via Savona 23, Milano"
"79","80827865",45.4669,9.19730,"piazza san babila C.A.","192","1900","4° piano, con ascensore","Appartamento","2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista",NA,"Ottimo / Ristrutturato","Centralizzato, a radiatori","Autonomo, freddo",2020-09-02,"Classe A/3","- - cancello elettrico- - - fibra ottica- - - videocitofono- - - porta blindata- - - armadio a muro- - - portiere intera giornata- - - impianto tv centralizzato- - - arredato- - - infissi esterni in triplo vetro / pvc- - - esposizione doppia- -","9","EUROKASARE - Milano",NA,"Affitto",NA,"4 piani","1 in garage/box, 1 all'esterno","Adiacente a Piazza San Babila,
disponiamo di un luminoso appartamento di due locali posto al piano terzo ,composto da :
Ingresso, soggiorno con cucina a vista ,camera da letto attrezzata di armadi su misura ,antibagno e bagno.
L'appartamento è completamento arredato e libero subito.
Per qualsiasi informazione o per organizzare degli appuntamenti, potete contattare il seguente numero telefonico 02/91768971 oppure via mail info@eurokasare.it.
EUROKASARE SEMPRE ACCANTO A TE !!!",42,0 m²,Abitazione,3,42,0 m²,100 %,Principale,42,0 m²,TRUE,NA,NA,NA,NA,"2","1833","42","Bilocale piazza San Babila, Milano"
"80","82209184",45.4699,9.18366,"ottimo stato secondo piano, C.A.","295","2013","2° piano, con ascensore","Appartamento","2 (1 camera da letto, 1 altro), 1 bagno, cucina semi abitabile",NA,"Ottimo / Ristrutturato","Autonomo, a radiatori, alimentato a metano","Autonomo, freddo",2020-08-24,"Classe A/2","- - cancello elettrico- - - fibra ottica- - - videocitofono- - - impianto di allarme- - - porta blindata- - - esposizione esterna- - - reception- - - portiere intera giornata- - - impianto tv centralizzato- - - parzialmente arredato- - - cantina- - - infissi esterni in doppio vetro / legno- -","17","Eurogrim S.a.s. di Grimaldi Luigi e C.",NA,"Affitto",NA,"7 piani","1 in garage/box","Rif: v2406a - 
Foro Buonaparte affittasi esclusivo appartamento in stabile di lusso di recentissima costruzione con serramenti esterni in bronzo anticato e legno all'interno. Dotato di doppio ascensore e portineria, posto al secondo piano , composto da ingresso con ripostiglio, soggiorno in marmo cucina arredata, camera bagno Il riscaldamento a pavimento e la climatizzazione per mezzo di canali, sono centralizzati e con controllo personalizzato e contaconsumi individuali.. Euro 1700,00 mensili Possibilità box a Euro 3600,00 annui .L’unità immobiliare viene locata parzialmente arredata con : cucina su misura in laminato completa di frigo da incasso con celletta in cl. A+, lavastoviglie da incasso 45 cm, piano cottura a induzione a 4 fuochi, lavello con 1 acquaio scolapiatti e rubinetto a leva lunga, pensili, basi, cassettiera con 3 cassetti, top in laminato sagomato; armadiatura nell'ingresso in legno laccato satinato a doppia anta scorrevole con colonna a giorno a 3 ripiani, appendiabiti con 2 ripiani superiori ; armadio sagomato nel disimpegno in legno laccato satinato a due ante con 4 ripiani; lavasciuga con carico frontale nel bagno. Libero L'appartamento ha già anche le luci per cui il conduttore deve solo portarsi un letto, un armadio ed i mobili del soggiorno per avere la completa abitabilità. Nel garage inoltre c'è già la predisposizione per la ricarica elettrica dell'auto. Bisogna solo fare domanda di subentro all'Ente erogatore dell'energia elettrica.",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"2","1700","70","Bilocale ottimo stato, secondo piano, Milano"
"81","81431279",45.4648,9.15660,"buono stato primo piano, C.A.","800","1980","1° piano","Appartamento","5 (3 camere da letto, 2 altri), 3 bagni, cucina abitabile",NA,"Buono / Abitabile","Centralizzato, ad aria, alimentato a gas","Centralizzato, freddo/caldo",2020-07-06,NA,"- - cancello elettrico- - - videocitofono- - - porta blindata- - - balcone- - - terrazza- - - portiere mezza giornata- - - impianto tv centralizzato- - - parzialmente arredato- - - giardino comune- - - infissi esterni in doppio vetro / legno- - - esposizione doppia- -","20","FARECASA di G.Farè",NA,"Affitto",NA,"2 piani",NA,"Nelle immediate vicinanze della nota via Washington e dell’università Cattolica, al primo piano di un piccolo stabile signorile, proponiamo soluzione di cinque locali oltre servizi.
La soluzione, particolarmente caratterizzata dall’ampia metratura e dalla presenza di grandi terrazzi coperti, si presenta con un soggiorno doppio, una cucina abitabile, tre camere matrimoniali e 3 bagni; adatta alla condivisioni tra studenti e/o professionisti , permette di mantenere indipendenza tra gli ambienti ed al contempo condividere un’ampia zona giorno.
L’immobile, parzialmente arredato, è dotato di cucina abitabile e di tutti gli elettrodomestici.Canone oltre spese condominiali ( 1.900,00 € + 800,00 € ) impianto di condizionamento caldo e freddo incluso, acqua calda centralizzata.Contratti transitori da 12 a 18 mesi.MISURE COVID-19 Nel corso delle visite sarà ammesso un singolo partecipante obbligatoriamente dotato di guanti e mascherina. L’operatore sarà autorizzato alla misurazione della temperatura corporea.",150,0 m²,Abitazione,1,150,0 m²,100 %,Principale,150,0 m²,TRUE,NA,NA,NA,NA,"5","1900","150","Appartamento buono stato, primo piano, Milano"
"82","81949148",45.4797,9.21950,"via garofalo 16","300","1930","2° piano, con ascensore","Appartamento","3 (1 camera da letto, 2 altri), 2 bagni, cucina semi abitabile",NA,"Ottimo / Ristrutturato","Centralizzato","Autonomo",2020-09-16,"Classe A/3, rendita € 697","- - armadio a muro- - - terrazza- - - arredato- - - cantina- - - esposizione doppia- -","20","Angelo Lombardi s.r.l.",NA,"Affitto",NA,"4 piani",NA,"Via Garofalo in stabile d'epoca, proponiamo splendido e luminoso appartamento composto da: ingresso, soggiorno, sala da pranzo con accesso al terrazzo, cucina, camera matrimoniale, studio, doppi servizi. 
L'immobile si affitta arredato e solo a referenziati.",120,0 m²,Abitazione,2,120,0 m²,100 %,Principale,120,0 m²,TRUE,€ 2.200,€ 1.900,12,12,"3","1900","120","Trilocale via Garofalo 16, Milano"
"83","81527019",45.4583,9.20710,"via antonio fogazzaro 8","100",NA,"1° piano","Appartamento","2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista",NA,NA,NA,NA,2020-07-10,"Classe A/3","- - cancello elettrico- - - fibra ottica- - - videocitofono- - - porta blindata- - - armadio a muro- - - portiere mezza giornata- - - impianto tv centralizzato- - - arredato- - - infissi esterni in doppio vetro / legno- -","9","EUROKASARE - Milano",NA,"Affitto",NA,NA,NA,"Luminoso appartamento di due locali ,posto al piano primo composto da ingresso, soggiorno ,cucina a vista attrezzata ,camera da letto, cabina armadio, ripostiglio, antibagno e bagno.
lo stabile è dotato del servizio di portineria .
Per qualsiasi informazione potete contattare i ns. uffici al seguente numero : 
02/91768971 oppure via mail info@eurokasare.it",50,0 m²,Abitazione,1,50,0 m²,100 %,Principale,50,0 m²,TRUE,NA,NA,NA,NA,"2","1500","50","Bilocale via Antonio Fogazzaro 8, Milano"
"84","81017909",45.4631,9.19880,"via francesco sforza 1",NA,NA,"5° piano, con ascensore","Appartamento","4 (3 camere da letto, 1 altro), 3 bagni, cucina a vista",NA,"Ottimo / Ristrutturato","Centralizzato, a radiatori, alimentato a gasolio","Autonomo, freddo",2020-09-11,NA,"- - fibra ottica- - - videocitofono- - - porta blindata- - - esposizione esterna- - - balcone- - - portiere intera giornata- - - arredato- - - infissi esterni in vetro / legno- -","9","Minardi Immobiliare",NA,"Affitto",NA,"7 piani",NA,"Appartamento ampio e luminoso sito al quinto piano di un palazzo signorile con portineria e ascensore. L'appartamento è composto da un ampio soggiorno, zona da pranzo con cucina a vista, tre camere da letto, tripli servizi. Completamente ristrutturato ed arredato, vanta finiture di pregio e tapparelle elettriche.
Riscaldamento centralizzato e aria condizionata autonoma.
Posizione di straordinaria comodità per raggiungere il centro.
A ridosso della linea M1 e di numerosi mezzi di superficie si trova in una zona ricca di negozi, supermercati e bar. A pochi passi dai rinomati giardini della Guastalla.
Disponibile da dicembre 2020.",160,0 m²,Altro,5,160,0 m²,100 %,Principale,160,0 m²,TRUE,NA,NA,NA,NA,"4","3500","160","Quadrilocale via FRANCESCO SFORZA 1, Milano"
"85","82819017",45.4682,9.19170,"via gerolamo morone C.A.","150","1900","1° piano","Appartamento","3 (2 camere da letto, 1 altro), 2 bagni, cucina a vista",NA,"Ottimo / Ristrutturato","Centralizzato, a pavimento","Autonomo, freddo/caldo",2020-09-25,"Classe A/2","- - caminetto- - - fibra ottica- - - videocitofono- - - impianto di allarme- - - porta blindata- - - armadio a muro- - - impianto tv centralizzato- - - arredato- - - cantina- - - infissi esterni in doppio vetro / legno- - - esposizione doppia- -",NA,"Della Spiga Immobili di Pregio",NA,"Affitto",NA,"4 piani",NA,"In signorile Palazzo D’epoca, lussuoso appartamento finemente ed elegantemente arredato e corredato. L’immobile è composto da un ampio disimpegno in ingresso, soggiorno con cucina a vista di design, ampia camera matrimoniale con bagno en suite, seconda camera/studio, bagno. Dotato di tutti i confort, domotica, elettrodomestici di ultima generazione, aria condizionata e l’allarme attivabile e controllabile da remoto, impianto stereo di alta gamma ecc. Viene locato ad uso transitorio.",100,0 m²,Abitazione,1,100,0 m²,100 %,Principale,100,0 m²,TRUE,NA,NA,NA,NA,"3","Prezzo Su Richiesta","100","Trilocale via Gerolamo Morone, Milano"
"86","81272029",45.4592,9.20080,"ottimo stato terzo piano, C.A.","113","1990","3° piano, con ascensore","Appartamento","2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista",NA,"Ottimo / Ristrutturato","Centralizzato","Autonomo, freddo",2020-06-29,"Classe A/2","- - videocitofono- - - porta blindata- - - esposizione esterna- - - armadio a muro- - - portiere intera giornata- - - arredato- - - infissi esterni in doppio vetro / pvc- -","3","EUROKASARE - Milano",NA,"Affitto",NA,"6 piani",NA,"A due passi dal tribunale di Milano, disponiamo di un grazioso bilocale recentemente ristrutturato.
L'appartamento è composto da ingresso, soggiorno, cucina a vista ,camera da letto ,antibagno e bagno.
Completamente arredato .
Libero subito !!!",54,0 m²,Abitazione,3,54,0 m²,100 %,Principale,54,0 m²,TRUE,NA,NA,NA,NA,"2","1350","54","Bilocale ottimo stato, terzo piano, Milano"
"87","78812541",45.4693,9.19777,"via della spiga C.A.","335","1888","2° piano, con ascensore","Appartamento","2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile",NA,"Ottimo / Ristrutturato","Centralizzato, a radiatori, alimentato a metano","Autonomo, freddo",2020-09-24,"Classe A/3, rendita € 1.209","- - cancello elettrico- - - fibra ottica- - - impianto di allarme- - - porta blindata- - - reception- - - portiere intera giornata- - - impianto tv centralizzato- - - parzialmente arredato- - - giardino comune- - - infissi esterni in doppio vetro / metallo- - - esposizione doppia- -","20","Radovix Immobiliare S.A.S.",NA,"Affitto",NA,"3 piani",NA,"Rif: 234ORX - 234ORX Via Della Spiga, in splendido palazzo d'epoca, affittasi esclusivo bilocale con cucina abitabile. Arredato di cucina. Libero subito. 
All'interno di un elegante palazzo d'epoca signorile, curato e riservato, dotato di sistema di videosorveglianza e servizio di portineria centrale, proponiamo in affitto un esclusivo bilocale di circa 62 mq, sito al piano 2° con ascensore e cosi composto: ingresso con porta blindata su ampio soggiorno in parquet con affaccio su via Della Spiga, cucina abitabile arredata completa di lavastoviglie, camera da letto matrimoniale completa di armadiature, bagno finestrato con box doccia e lavatrice, ampio vano ripostiglio, deposito in quota. L'immobile dispone di infissi doppi vetri e ha una doppia esposizione con affaccio su via Della Spiga e nel cortile interno. 
L'immobile dispone di aria condizionata centralizzata presente in tutti gli ambienti. Ottime condizioni interne. Libero da subito. Possibilità posto auto all'interno del cortile, custodito e privato. 
Canone di locazione mensile di euro 2.165,00 oltre euro 335,00 c.ca di spese condominiali comprensivo di riscaldamento centralizzato tramite fan coil e acqua calda centralizzata. 
Certificazione energetica classe D indice di prestazione energetica 43,00 Kwh/m2a. 
Per maggiori informazioni o appuntamenti contattare Radovix 02/70638434, info@radovix.com 
Se cerchi un immobile in affitto, Radovix è in grado di offrirti la soluzione più adatta alle tue esigenze. Grazie al nostro network specializzato, potrai sempre trovare un gran numero di soluzioni immobiliari esattamente nella zona che desideri. 
La Radovix Immobiliare ha predisposto un servizio di registrazioni on line di contratti di locazione affidabile e rapido rivolto sia agli operatori del settore che ai privati. Chiamaci per registrare il tuo contratto d'affitto!",62,0 m²,Abitazione,2,62,0 m²,100 %,Principale,62,0 m²,TRUE,NA,NA,NA,NA,"2","2165","62","Bilocale via della Spiga, Milano"
